col1 col2 col3 col4 col5 col6 col7 col8 col9 col10 col11 col12 col13 col14 col15 col16 col17 col18 col19 col20 col21 col22 col23 col24 col25 col26 col27 col28 col29 col30 col31 col32 col33 col34 col35 col36 col37 col38 col39 col40 col41 col42 col43 col44 col45 col46 col47 col48 col49 col50 col51 col52 col53 col54 col55 col56 col57 col58 col59 col60 col61 col62 col63 col64 col65 col66 col67 col68 col69 col70 col71 col72 col73 col74 col75 col76 col77 col78 
H 20995 H "04 30 08.53" "+15 38 16.4" 5.58 "" G 67.53555351 15.63789864 A 22.93 107.59 -23.92 1.19 0.65 1.25 1.27 0.89 0.33 0.49 0.08 -0.16 0.15 -0.01 -0.03 0.2 -0.53 -0.09 7 0.07 20995 6.012 0.006 5.67 0.007 A 0.324 0.011 G 0.4 0.03 C * 5.646 0.0007 0.004 60 * 5.64 5.65 "" D "" "" 04301+1538 I 1 2 C "" A AB 18 1.654 0.009 2.52 0.03 S "" "" 28485 "B+15  636" "" "" 0.4 F0V... G
H 21029 "" "04 30 33.57" "+16 11 38.7" 4.78 "" H 67.63987124 16.19407556 "" 22.54 104.98 -25.14 0.72 0.43 0.77 0.71 0.53 0.22 0.53 0.12 0.12 -0.02 -0.05 -0.09 0.3 -0.17 0.07 0 0.51 21029 5.002 0.003 4.792 0.003 "" 0.17 0.001 G 0.19 0.03 C "" 4.8343 0.0007 0.004 65 "" 4.83 4.84 "" C "" "" 04306+1611 I 2 1 "" "" "" "" "" "" "" "" "" S "" "" 28527 "B+15  637" "" "" 0.19 A6IV X
H 21036 "" "04 30 37.30" "+13 43 28.0" 5.4 "" H 67.65541066 13.72445018 "" 21.84 108.06 -19.71 0.81 0.5 0.89 0.87 0.67 0.32 0.41 -0.05 0.11 0.17 0.0 0.07 0.43 -0.25 0.29 0 1.19 21036 5.722 0.003 5.43 0.003 "" 0.263 0.007 G 0.31 0.03 C "" 5.4724 0.0006 0.004 72 "" 5.47 5.48 "" "" "" "" 04307+1343 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 28556 "B+13  690" "" "" 0.31 F0V X
H 21039 "" "04 30 38.83" "+15 41 31.0" 5.47 "" H 67.66177772 15.69193829 "" 22.55 104.17 -24.29 0.94 0.5 1.09 1.12 0.78 0.04 0.47 -0.05 0.01 0.15 0.18 0.01 0.3 -0.47 -0.34 0 -0.62 21039 5.779 0.004 5.49 0.004 "" 0.258 0.003 G 0.28 0.03 C "" 5.537 0.0011 0.005 60 "" 5.53 5.55 "" C "" "" 04306+1542 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 28546 "B+15  639" "" "" 0.28 Am X
H 21060 "" "04 30 50.10" "-44 57 13.5" 5.07 "" H 67.70874038 -44.95374351 "" 4.59 2.44 -2.48 0.43 0.45 0.51 0.47 0.53 -0.02 0.02 -0.07 -0.01 -0.14 0.18 -0.15 -0.14 0.0 -0.04 0 0.0 21060 4.81 0.002 5.033 0.002 "" -0.194 0.002 T -0.2 0.0 L "" 5.0009 0.0006 0.006 116 "" 4.99 5.01 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 28873 "" "C-45  1567" "P-45   471" -0.23 B2IV-V X
H 21139 "" "04 31 52.67" "-00 02 38.4" 4.91 "" G 67.96945612 -0.04399115 "" 3.93 -3.76 -8.17 0.91 0.61 0.96 1.15 0.94 0.02 0.33 -0.08 0.31 -0.02 0.13 -0.07 0.47 -0.13 0.04 0 0.04 21139 6.645 0.006 5.051 0.005 "" 1.32 0.04 G 1.25 0.02 A "" 5.0807 0.0012 0.006 39 "" 5.07 5.1 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 28749 "B-00  713" "" "" 1.25 K3II-III X
H 21148 "" "04 32 01.84" "+53 54 39.0" 5.78 1 H 68.00767912 53.91084467 A -1.53 -3.19 -5.99 0.81 0.7 1.02 0.87 0.75 -0.09 0.23 -0.2 0.43 -0.18 0.12 -0.26 0.62 -0.44 0.05 7 1.32 21148 5.906 0.003 5.783 0.003 A 0.119 0.004 T 0.13 0.0 L "" 5.8249 0.0029 0.008 162 A 5.81 5.85 "" U 2 "" 04320+5354 I 1 2 C "" A AB 308 10.334 0.002 1.13 0.01 S "" P 28446 "B+53  779" "" "" 0.1 "B0III SB" G
H 21192 "" "04 32 37.54" "-03 12 34.2" 5.76 2 T 68.15642848 -3.20950026 "" 7.61 17.97 -16.69 0.76 0.51 0.83 0.93 0.84 0.14 0.27 -0.05 0.3 0.1 0.1 0.06 0.38 0.04 0.39 0 -1.2 21192 5.606 0.007 5.741 0.007 "" -0.117 0.009 T -0.1 0.01 L "" 5.7388 0.0081 0.043 82 "" 5.67 5.78 1.37 P 1 A 04327-0313 I 2 1 "" "" "" "" "" "" "" "" "" S "" P 28843 "B-03  809" "" "" -0.13 B9III X
H 21248 "" "04 33 30.63" "-29 45 57.0" 4.49 "" H 68.3776229 -29.76583186 "" 26.22 -114.35 -271.56 0.41 0.55 0.71 0.49 0.6 -0.1 0.15 -0.19 0.16 -0.15 0.21 -0.15 -0.33 -0.04 -0.16 0 0.78 21248 5.748 0.003 4.613 0.002 "" 0.972 0.022 G 1.0 0.02 A "" 4.6619 0.0006 0.005 128 "" 4.65 4.67 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 29085 "" "C-30  1883" "P-30   626" 1.0 K0III 3
H 21253 "" "04 33 34.10" "-62 49 25.1" 5.79 "" H 68.39208243 -62.82363051 "" 21.74 -117.21 -19.34 0.43 0.5 0.51 0.39 0.55 -0.03 0.16 -0.25 -0.32 0.09 0.04 0.16 -0.26 0.25 0.13 1 -1.39 21253 7.108 0.006 5.896 0.003 "" 1.028 0.002 G 0.98 0.04 E "" 5.9522 0.0006 0.006 98 "" 5.94 5.96 "" C "" "" 04336-6249 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 29399 "" "C-63   153" "P-63   342" 0.98 K1III 1
H 21273 "" "04 33 50.86" "+14 50 40.2" 4.65 "" H 68.46189659 14.84448749 + 21.39 103.69 -25.94 0.95 0.59 1.24 1.79 0.88 0.33 -0.05 -0.29 -0.37 -0.17 0.51 0.02 0.05 0.05 0.21 0 -0.59 21273 4.951 0.003 4.681 0.003 "" 0.255 0.007 G 0.28 0.03 C "" 4.7186 0.0006 0.005 54 "" 4.71 4.73 "" C "" "" "" "" "" 1 O "" "" "" "" "" "" "" "" S "" W 28910 "B+14  720" "" "" 0.28 A8V X
H 21278 H "04 33 54.73" "-06 44 20.0" 5.71 1 G 68.47804057 -6.73889608 A 4.18 -2.65 -4.76 0.85 0.59 0.88 0.86 0.67 -0.14 0.45 -0.16 0.19 0.02 0.05 -0.02 0.45 -0.21 -0.19 0 -0.75 21278 5.567 0.004 5.706 0.004 A -0.128 0.004 G -0.12 0.01 L * 5.6784 0.0015 0.01 99 * 5.66 5.69 3.8 P 1 A 04339-0644 I 1 2 C "" A AB 62 1.292 0.017 3.57 0.06 S "" P 29009 "B-07  838" "" "" -0.12 "B9p Si" G
H 21281 H "04 33 59.72" "-55 02 42.0" 3.3 1 G 68.49882684 -55.04500559 A 18.56 58.06 12.73 0.89 0.86 0.46 0.64 0.58 -0.4 0.01 -0.05 0.01 0.03 -0.12 -0.02 -0.15 -0.06 -0.05 2 1.52 21281 3.159 0.003 3.248 0.003 * -0.079 0.015 G -0.08 0.02 A * 3.2372 0.001 0.012 105 * 3.21 3.25 2.94 P 1 A 04340-5503 I 1 2 C "" A AB 146 0.304 0.002 0.95 0.02 S "" P 29305 "" "" "P-55   663" -0.08 A0V: X
H 21295 "" "04 34 08.28" "+05 34 07.1" 5.67 "" H 68.53448353 5.56863495 "" 7.99 -15.58 -7.77 1.06 0.51 1.09 1.21 1.03 0.29 0.57 0.21 -0.11 -0.03 -0.16 -0.24 0.35 -0.1 0.5 0 0.5 21295 5.754 0.003 5.687 0.003 "" 0.055 0.009 G 0.12 0.03 C "" 5.7098 0.0007 0.004 81 "" 5.7 5.72 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 28978 "B+05  679" "" "" 0.12 A2Vs X
H 21296 "" "04 34 11.64" "-08 13 52.9" 5.2 2 H 68.54850732 -8.23135939 "" 4.05 -22.42 2.88 0.52 0.41 0.72 0.65 0.56 0.29 0.26 -0.02 0.2 0.24 -0.08 0.26 0.42 -0.04 0.14 0 -1.21 21296 7.387 0.006 5.393 0.005 "" 1.708 0.017 G 2.16 0.05 F "" 5.263 0.0068 0.034 127 "" 5.21 5.3 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" P 29064 "B-08  887" "" "" 2.16 M3III K
H 21297 "" "04 34 11.79" "-08 58 11.9" 5.24 1 H 68.54913224 -8.96998497 "" 4.96 -36.27 -112.18 0.56 0.46 0.78 0.72 0.65 0.3 0.1 -0.06 0.26 0.33 -0.04 0.33 0.45 -0.24 0.23 0 0.29 21297 7.16 0.005 5.403 0.003 "" 1.465 0.005 G 1.47 0.02 G "" 5.3758 0.0008 0.007 138 "" 5.37 5.39 "" M "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 29065 "B-09  930" "" "" 1.47 K4III X
H 21323 "" "04 34 37.99" "+28 57 40.3" 5.88 "" H 68.65830037 28.96120368 "" 7.0 -0.64 -21.87 0.8 0.56 0.86 0.86 0.63 0.32 0.36 0.0 0.25 0.06 -0.17 0.04 0.56 -0.17 0.23 5 -0.65 21323 5.815 0.003 5.873 0.004 "" -0.048 0.005 T -0.03 0.01 L "" 5.8746 0.0007 0.006 89 "" 5.87 5.89 "" C "" "" 04346+2858 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 28929 "B+28  666" "" "" -0.02 B9p... X
H 21393 "" "04 35 33.07" "-30 33 44.3" 3.81 "" G 68.88779874 -30.56231049 "" 15.62 -48.92 -12.75 0.4 0.46 0.63 0.45 0.57 -0.08 0.05 -0.05 0.14 -0.07 0.09 -0.07 0.09 -0.08 -0.07 0 -0.84 21393 5.037 0.002 3.918 0.002 "" 0.957 0.043 G 0.93 0.02 A "" 3.973 0.0004 0.004 133 "" 3.97 3.98 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 29291 "" "C-30  1901" "P-30   631" 0.93 G8III 3
H 21402 H "04 35 39.23" "+10 09 39.3" 4.25 "" G 68.91347315 10.16091706 * 21.68 44.89 -52.42 1.65 0.75 0.82 0.94 0.79 0.11 0.27 -0.08 0.17 0.27 0.03 0.12 0.5 -0.24 0.47 1 1.36 21402 4.465 0.003 4.269 0.002 * 0.184 0.011 G 0.21 0.02 A * 4.3011 0.0008 0.005 57 * 4.29 4.31 "" D "" "" 04356+1010 I 1 2 C "" A AC 328 0.219 0.01 2.17 0.09 S "" "" 29140 "B+09  607" "" "" 0.21 A5m X
H 21444 "" "04 36 19.14" "-03 21 08.8" 3.93 2 T 69.07975243 -3.352448 "" 5.56 1.73 -4.54 0.73 0.47 0.88 0.71 0.58 0.08 0.43 -0.09 0.29 0.21 -0.03 0.13 0.55 -0.16 0.14 2 -1.29 21444 3.688 0.005 3.901 0.005 "" -0.21 0.009 G -0.2 0.02 A "" 3.8713 0.0064 0.041 91 "" 3.8 3.92 0.17 P 1 A 04363-0321 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 29248 "B-03  834" "" "" -0.2 "B2III SB" G
H 21476 "" "04 36 41.43" "+41 15 53.5" 4.25 "" G 69.17264013 41.26485467 "" 5.08 -5.42 -19.19 0.88 0.78 0.98 0.86 0.84 0.41 0.46 -0.28 0.18 0.23 0.15 0.26 0.24 0.1 0.8 0 1.46 21476 5.762 0.005 4.378 0.004 "" 1.171 0.005 T 1.13 0.01 L "" 4.3946 0.0018 0.011 39 "" 4.38 4.41 "" "" "" "" 04367+4116 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 29094 "B+40 1000" "" "" 1.28 "G8II comp" G
H 21479 "" "04 36 45.68" "-62 04 37.1" 5.59 3 H 69.1903235 -62.07698129 * 16.02 -68.46 -71.22 0.67 0.61 0.69 0.73 0.78 0.02 0.1 -0.08 -0.48 -0.02 0.09 0.0 -0.15 -0.01 0.02 13 3.8 21479 7.316 0.029 5.86 0.028 "" 1.5 0.51 G 4.7 0.02 A "" 4.6635 0.0228 0.217 88 "" 4.18 4.94 "" U 2 "" 04368-6205 I 1 1 V "" "" "" "" "" "" "" "" S "" P 29712 "" "C-62   175" "P-62   372" 4.7 M8e X
H 21515 "" "04 37 13.68" "+00 59 54.0" 5.32 "" H 69.30698431 0.99832711 "" 3.85 -4.91 -5.34 0.74 0.51 0.78 0.91 0.8 0.17 0.29 -0.01 0.29 0.12 -0.06 0.05 0.53 0.02 0.33 2 0.93 21515 5.171 0.004 5.296 0.004 "" -0.107 0.005 T -0.09 0.01 L "" 5.285 0.0008 0.005 77 "" 5.27 5.3 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" P 29335 "B+00  798" "" "" -0.11 B7V X
H 21547 "" "04 37 36.11" "-02 28 24.2" 5.22 1 G 69.40044421 -2.47339212 "" 33.6 43.32 -64.23 0.81 0.51 0.91 0.81 0.61 -0.09 0.44 -0.23 0.41 0.09 -0.01 0.01 0.63 -0.18 0.03 2 1.02 21547 5.559 0.003 5.251 0.002 "" 0.283 0.006 G 0.33 0.02 A "" 5.2896 0.0008 0.007 98 "" 5.28 5.3 "" M "" "" 04376-0228 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 29391 "B-02  963" "" "" 0.33 F0V X
H 21588 "" "04 38 09.38" "+16 02 00.2" 5.78 "" H 69.53906817 16.03338888 "" 21.96 113.05 -40.4 1.01 0.76 1.04 1.32 1.04 0.48 0.17 -0.37 -0.12 -0.33 0.07 -0.38 -0.14 -0.19 0.64 5 1.36 21588 6.155 0.004 5.818 0.005 "" 0.312 0.005 G 0.38 0.02 A "" 5.8599 0.0009 0.006 68 "" 5.85 5.87 "" C "" "" 04382+1602 I 1 1 G "" "" "" "" "" "" "" "" S "" "" 29375 "B+15  661" "" "" 0.38 F0V X
H 21589 "" "04 38 09.40" "+12 30 39.1" 4.27 "" G 69.53917371 12.51087423 "" 21.79 101.73 -14.9 0.76 0.55 0.79 0.96 0.76 0.17 0.22 -0.13 0.26 0.16 0.04 0.14 0.51 0.0 0.29 0 1.07 21589 4.435 0.002 4.285 0.003 "" 0.122 0.005 G 0.15 0.03 C "" 4.3136 0.0006 0.003 54 "" 4.31 4.32 "" C "" "" 04381+1231 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 29388 "B+12  618" "" "" 0.15 A6V X
H 21594 H "04 38 10.87" "-14 18 12.9" 3.86 "" H 69.54529558 -14.303587 A 29.84 -77.86 -178.06 0.63 0.48 0.62 0.74 0.57 0.16 0.07 -0.27 0.07 0.06 0.1 0.09 0.32 -0.18 0.12 2 -0.43 21594 5.288 0.003 3.994 0.002 * 1.082 0.039 G 1.09 0.02 A * 4.0248 0.0005 0.005 117 * 4.02 4.04 "" D "" "" 04382-1418 I 1 2 C "" A AB 343 0.81 0.005 2.9 0.02 S "" "" 29503 "B-14  933" "" "" 1.09 K1III 4
H 21604 "" "04 38 15.84" "+20 41 05.1" 5.85 3 H 69.56599361 20.68474222 "" 9.03 -13.89 -8.23 0.78 0.47 0.84 0.68 0.54 0.31 0.6 0.15 -0.1 -0.08 -0.09 -0.18 0.09 -0.18 0.39 0 2.8 21604 5.832 0.005 5.855 0.006 "" -0.019 0.007 T 0.0 0.01 L "" 5.8562 0.0012 0.02 65 "" 5.84 6.21 2.06 P 1 A "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 29365 "B+20  785" "" "" 0.01 B8V X
H 21644 H "04 38 53.59" "-12 07 23.1" 4.99 1 H 69.72330721 -12.12307828 * 14.34 -65.1 -17.68 1.15 1.01 0.78 0.89 0.68 -0.28 -0.05 -0.06 0.15 0.01 -0.04 0.06 0.36 -0.17 -0.13 1 -0.3 21644 5.099 0.002 5.013 0.002 * 0.074 0.003 G 0.13 0.03 C * 5.0341 0.0008 0.009 158 * 5.02 5.05 "" U 2 "" 04389-1207 H 1 2 C "" A AB 310 0.243 0.008 2.02 0.05 S "" "" 29573 "B-12  955" "" "" 0.13 A0V 4
H 21670 "" "04 39 06.10" "+07 52 15.6" 5.38 "" H 69.77542864 7.87098753 "" 19.44 91.87 -4.56 0.79 0.56 0.86 1.02 0.79 0.28 0.31 0.06 0.12 0.05 0.14 0.03 0.36 0.03 0.32 0 0.53 21670 5.696 0.003 5.401 0.004 "" 0.257 0.009 G 0.27 0.03 C "" 5.4475 0.0006 0.004 62 "" 5.44 5.46 "" C "" "" 04390+0753 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 29499 "B+07  681" "" "" 0.27 A5m X
H 21673 "" "04 39 09.20" "+15 48 00.1" 5.08 "" G 69.78832206 15.80003442 "" 21.49 32.4 -77.67 1.52 1.32 0.96 3.91 2.52 0.75 0.27 0.01 -0.48 -0.78 -0.1 -0.81 -0.8 -0.18 0.7 0 1.18 21673 5.256 0.003 5.101 0.004 "" 0.141 0.005 G 0.16 0.01 H "" 5.1269 0.0007 0.004 60 "" 5.12 5.13 "" C "" "" 04392+1552 I 2 1 G "" "" "" "" "" "" "" "" S "" "" 29479 "B+15  665" "" "" 0.16 A4m X
H 21683 "" "04 39 16.45" "+15 55 04.9" 4.67 "" H 69.81854938 15.9180242 "" 20.51 82.4 -19.53 0.8 0.61 0.82 1.1 0.87 0.41 0.05 -0.19 -0.09 -0.28 0.05 -0.29 -0.12 0.04 0.6 0 1.23 21683 4.876 0.004 4.692 0.004 "" 0.147 0.008 G 0.19 0.03 C "" 4.7248 0.0007 0.005 47 "" 4.72 4.73 "" C "" "" 04392+1552 I 2 1 "" "" "" "" "" "" "" "" "" S "" "" 29488 "B+15  666" "" "" 0.19 A5Vn X
H 21685 "" "04 39 19.64" "-14 21 32.0" 5.46 "" G 69.83182532 -14.35888729 "" 16.42 121.08 -125.41 0.52 0.45 0.69 0.68 0.62 0.19 0.26 -0.14 0.31 0.23 0.0 0.2 0.49 -0.2 0.06 0 0.94 21685 6.802 0.004 5.577 0.003 "" 1.054 0.004 G 1.06 0.04 E "" 5.6183 0.0006 0.006 121 "" 5.6 5.63 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 29613 "B-14  936" "" "" 1.06 K0III 4
H 21727 "" "04 39 54.69" "+53 04 46.5" 5.07 1 H 69.97786313 53.07957406 "" 6.58 -7.38 -15.95 0.67 0.55 0.78 0.86 0.72 -0.07 0.11 -0.18 0.45 -0.19 -0.01 -0.22 0.54 -0.26 0.04 0 1.07 21727 6.471 0.003 5.199 0.003 "" 1.079 0.004 G 1.04 0.0 H "" 5.2418 0.0015 0.009 99 "" 5.22 5.25 "" U 2 "" 04399+5305 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 29317 "B+52  865" "" "" 1.04 "K0III SB" G
H 21730 H "04 39 58.03" "+53 28 23.7" 5.36 "" G 69.99180673 53.47323647 * 11.76 35.88 -88.79 1.2 4.38 0.86 1.03 1.64 -0.02 0.16 -0.04 0.24 -0.69 0.05 -0.08 0.94 -0.12 -0.68 2 -1.79 21730 5.774 0.003 5.409 0.003 * 0.331 0.017 G 0.4 0.01 L * 5.4474 0.0005 0.006 107 - 5.44 5.46 "" D "" "" 04400+5328 I 1 3 C "" B "" "" "" "" "" "" S "" G 29316 "B+53  794" "" "" 0.4 A8V X
H 21735 "" "04 40 03.42" "+12 11 51.5" 5.45 "" H 70.01424281 12.19764088 "" 9.46 -1.29 -12.98 0.76 0.54 0.78 1.08 0.82 0.2 0.24 0.03 0.11 0.17 0.14 0.18 0.36 -0.05 0.08 0 0.23 21735 5.294 0.004 5.433 0.004 "" -0.121 0.009 G -0.11 0.01 H "" 5.4147 0.001 0.005 46 "" 5.41 5.43 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 29589 "B+11  639" "" "" -0.11 B8IV X
H 21743 "" "04 40 06.85" "-24 28 56.7" 5.56 "" H 70.02852595 -24.48241131 "" 10.34 -69.92 17.7 0.3 0.45 0.69 0.38 0.53 -0.07 0.09 -0.29 0.01 -0.06 0.0 -0.06 -0.1 -0.03 -0.08 0 -0.27 21743 6.744 0.003 5.669 0.002 "" 0.926 0.002 G 0.95 0.04 E "" 5.7242 0.0004 0.007 220 "" 5.71 5.74 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 29737 "" "C-24  2488" "P-24   667" 0.95 G6/G8III 4
H 21763 "" "04 40 26.49" "-19 40 16.5" 4.32 2 H 70.11039135 -19.67125686 "" 9.03 28.21 -97.09 0.53 0.45 0.69 0.61 0.57 -0.22 0.18 -0.14 0.36 -0.24 -0.01 -0.28 0.14 -0.02 -0.31 0 1.07 21763 6.395 0.005 4.527 0.003 "" 1.599 0.021 G 2.27 0.02 A "" 4.3758 0.0023 0.021 105 "" 4.35 4.41 "" U 2 "" 04404-1940 I 1 1 "" "" S "" "" "" "" "" "" S "" P 29755 "B-19  988" "" "" 2.27 M3/M4III 4
H 21770 "" "04 40 33.82" "-41 51 48.9" 4.44 1 G 70.14092957 -41.86357034 "" 49.67 -141.18 -74.95 0.45 0.45 0.53 0.49 0.53 -0.06 0.03 -0.02 -0.1 0.09 0.04 0.09 0.03 -0.16 -0.02 0 0.34 21770 4.844 0.003 4.488 0.002 "" 0.342 0.011 G 0.4 0.02 A "" 4.5287 0.0008 0.007 107 "" 4.51 4.54 "" M "" "" 04406-4152 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 29875 "" "C-42  1587" "P-42   513" 0.4 F2V X
H 21819 "" "04 41 19.74" "+28 36 54.2" 5.73 "" H 70.33223225 28.61506693 "" 9.74 37.35 -30.04 0.77 0.53 0.83 0.95 0.69 0.27 0.31 -0.07 0.05 0.02 -0.01 -0.01 0.35 -0.11 0.28 0 1.13 21819 5.747 0.004 5.728 0.006 "" 0.018 0.006 T 0.04 0.01 L "" 5.7473 0.0006 0.004 71 "" 5.74 5.75 "" C "" "" 04413+2837 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 29646 "B+28  680" "" "" 0.01 A2V X
H 21823 "" "04 41 24.09" "+48 18 03.6" 5.66 "" H 70.35037233 48.30098864 "" 10.48 44.67 -44.2 0.74 0.66 0.89 0.89 0.74 0.18 0.22 -0.43 0.0 -0.21 0.1 -0.14 -0.15 0.16 0.49 3 1.6 21823 5.649 0.006 5.648 0.005 "" 0.002 0.007 T 0.02 0.01 L "" 5.6662 0.0009 0.007 48 "" 5.66 5.68 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 29526 "B+48 1128" "" "" 0.0 A0V X
H 21861 "" "04 42 03.45" "-37 08 41.2" 5.04 "" H 70.51435953 -37.14476616 "" 36.16 46.9 193.14 0.45 0.49 0.6 0.54 0.59 -0.02 -0.01 -0.26 0.07 -0.13 0.13 -0.09 -0.01 0.04 0.11 0 -0.89 21861 5.497 0.002 5.083 0.003 "" 0.391 0.017 G 0.46 0.02 A "" 5.1297 0.0005 0.005 128 "" 5.12 5.14 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 29992 "" "C-37  1867" "P-37   559" 0.46 F3V 3
H 21881 H "04 42 14.70" "+22 57 25.1" 4.27 1 H 70.56126452 22.95697545 * 8.14 -2.84 -20.33 0.69 0.48 0.78 0.81 0.58 0.17 0.26 -0.26 0.03 -0.06 0.07 -0.06 0.18 0.05 0.37 0 0.41 21881 4.121 0.002 4.252 0.003 * -0.112 0.003 T -0.1 0.0 L * 4.2366 0.0012 0.007 76 * 4.23 4.25 "" M "" "" 04422+2257 I 1 2 C S A AS 125 0.196 0.026 2.64 0.23 S "" "" 29763 "B+22  739" "" "" -0.11 B3V X
H 21914 "" "04 42 46.46" "-50 28 53.1" 5.3 "" G 70.69356887 -50.48141805 "" 9.5 -35.9 34.63 0.43 0.41 0.46 0.44 0.45 -0.04 0.14 0.04 0.14 -0.17 0.12 -0.18 0.08 0.06 -0.15 4 2.22 21914 6.539 0.003 5.409 0.002 "" 0.977 0.001 G 0.96 0.04 E "" 5.4629 0.0005 0.005 115 "" 5.45 5.47 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 30185 "" "C-50  1471" "P-50   626" 0.96 K0/K1III 2
H 21928 "" "04 42 54.30" "+43 21 55.0" 5.3 "" H 70.72624534 43.36526451 "" 12.02 34.7 -52.07 1.08 1.04 0.97 1.14 1.19 0.71 0.26 -0.05 0.02 -0.06 0.17 0.07 -0.02 0.36 0.71 0 3.03 21928 5.335 0.004 5.304 0.004 "" 0.028 0.005 T 0.04 0.0 L "" 5.3188 0.0009 0.006 40 "" 5.31 5.34 "" "" "" "" "" "" "" 1 G "" "" "" "" "" "" "" "" S "" "" 29722 "B+43 1043" "" "" 0.03 A1Vn X
H 21949 "" "04 43 03.95" "-70 55 52.0" 5.53 "" H 70.76644496 -70.93111187 "" 6.75 9.3 34.77 0.51 0.46 0.49 0.54 0.56 -0.11 0.13 -0.03 -0.39 0.12 0.03 0.11 -0.09 -0.13 -0.1 1 -0.43 21949 5.372 0.003 5.503 0.003 "" -0.114 0.004 T -0.1 0.01 L "" 5.4909 0.0007 0.005 102 "" 5.48 5.5 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 30612 "" "" "P-71   282" -0.11 B9IV X
H 21958 "" "04 43 09.31" "-30 45 55.4" 5.66 "" H 70.7888076 -30.76539538 "" 4.36 -30.32 -66.45 0.4 0.51 0.65 0.48 0.63 -0.08 0.0 -0.18 0.15 -0.09 0.17 -0.07 -0.08 -0.03 -0.11 0 -0.4 21958 7.495 0.005 5.823 0.003 "" 1.391 0.004 G 1.37 0.04 E "" 5.8079 0.0008 0.008 126 "" 5.79 5.82 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 30080 "" "C-30  1968" "P-31   593" 1.37 K3III 3
H 21972 "" "04 43 21.60" "+49 58 25.8" 5.86 "" H 70.83999357 49.97382624 "" 5.09 -5.18 -15.33 0.71 0.59 0.78 1.03 0.76 0.28 0.08 -0.22 0.02 -0.21 0.13 -0.23 0.35 -0.11 0.48 0 1.53 21972 5.871 0.003 5.862 0.003 "" 0.013 0.004 T 0.03 0.0 L "" 5.8766 0.0008 0.006 105 "" 5.87 5.89 "" "" "" "" 04434+4958 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 29721 "B+49 1230" "" "" 0.02 B9III X
H 22024 "" "04 44 05.32" "-08 30 12.9" 5.78 2 H 71.02215847 -8.50357425 "" 2.43 4.44 1.51 0.66 0.53 0.82 0.81 0.69 0.18 0.21 -0.16 0.26 0.19 0.08 0.14 0.45 -0.31 0.13 2 -0.76 22024 5.678 0.006 5.767 0.005 "" -0.076 0.007 T -0.06 0.01 L "" 5.7567 0.0041 0.029 85 "" 5.72 5.82 "" U 2 C "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 30076 "B-08  929" "" "" -0.07 B2Ve X
H 22028 "" "04 44 07.95" "-18 39 59.6" 5.53 "" H 71.033124 -18.66654311 "" 11.06 52.09 -17.64 0.55 0.49 0.78 0.74 0.67 -0.2 0.14 -0.19 0.29 -0.21 0.12 -0.25 0.12 -0.07 -0.44 0 -0.13 22028 5.565 0.003 5.53 0.003 "" 0.025 0.003 G 0.04 0.0 H "" 5.5474 0.0005 0.005 104 "" 5.54 5.56 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 30127 "B-18  906" "" "" 0.04 A1V 4
