star_id x y z
88 0.6585527188391429 0.003093801431396006 -0.7525282352857439
107 0.6382548051433876 0.00371836007212467 -0.7698161972248638
122 0.22383492944879152 0.001560176731009618 -0.9746258206138511
124 0.48139281665981126 0.00339665853282619 0.8764983849267177
145 0.9985727012320602 0.007947615502889024 -0.052814730539166924
154 0.9944600173792968 0.008504319146288844 -0.10477094248801314
171 0.890296414859883 0.008394474945701664 0.45530410329583576
183 0.8684097376561262 0.008836024901320837 -0.4957685470135851
194 0.9889943603380995 0.010771543704530956 0.14756059455577866
207 0.4051318472959949 0.004598763111102434 0.9142467050443128
301 0.9544468540863147 0.015574831476276689 -0.2979742058454438
330 0.4649534639916006 0.008577956534932008 0.8852935642959888
343 0.9585053779845127 0.01810866802346376 -0.28449871092358636
355 0.9830349897424306 0.019313001093248183 -0.18239851131758578
377 0.31828295476178525 0.006510716779251721 -0.947973402198146
379 0.387974760233117 0.007953170686658522 0.9216356831731746
418 0.4798905963391396 0.010685421412084449 0.8772632656816944
443 0.9947723147148781 0.023164540598244472 -0.0994557486306135
476 0.9724901732131835 0.02418761951531252 0.23168474715866536
522 0.6548211388709972 0.018036323401032194 -0.7555686382625099
531 0.43511933541440156 0.012234238946720877 0.9002896685766887
655 0.8330878795532152 0.02930562542344914 -0.5523637979267543
677 0.8732650429993979 0.03196853982968255 0.48619561612217116
729 0.9491677425877748 0.03745480833404862 0.31253437213127006
746 0.5123786320339622 0.020508109674426393 0.8585147377142616
761 0.8823117763611543 0.03601705757732028 -0.4692853085894512
765 0.6972399904360914 0.02864094441590084 -0.7162653782220976
813 0.9801978005074765 0.042952180318245464 0.1933064460544819
814 0.13517084786628386 0.0059239607749454635 -0.9908045965657643
840 0.9947990116418942 0.044800327816539774 -0.09147599173466624
841 0.6930470308688901 0.031230835552418786 0.720215556562418
873 0.974927599617585 0.04560346604307864 -0.2177992180627643
910 0.9626186165327909 0.0473543582114431 -0.26668888965024024
930 0.8834551015241235 0.0446521874374588 -0.46638317481235375
950 0.8167433141357432 0.04184431034223023 -0.5754818958981646
983 0.9500490383200322 0.050479390697178696 -0.30799132439408683
1067 0.9634824373891596 0.05570532606172096 0.2619131716638199
1074 0.08711216054674381 0.005070756209864337 -0.9961856046522347
1086 0.752989078036543 0.04445789117498324 0.6565294694603969
1158 0.9888225247331832 0.062470717039843845 -0.1353788170018519
1168 0.936548570686115 0.059750875852384665 0.34540788581135223
1170 0.9439710123506009 0.06038426571965254 -0.3244571902351376
1191 0.983998945645502 0.06409953975192748 -0.1662447712625315
1288 0.8510128152097118 0.060055330808781046 -0.5216996699158326
1354 0.475346361834956 0.035221939733269605 0.8790934257811834
1366 0.7784604371125307 0.05816512034023492 0.6249929332611478
1372 0.6679376718076871 0.05007804552030065 0.7425304410843998
1473 0.7983249028146588 0.06398118016953677 0.5988186354231795
1493 0.8496659341084711 0.06924705294436977 0.5227548623151188
1562 0.9846162754553212 0.08366715659665364 -0.1533968611658079
1599 0.422932589133724 0.0370609587823188 -0.9054029547018166
1630 0.8543476055439091 0.07627306342561133 0.5140744972249274
1645 0.9858056615996255 0.0888380156878921 0.14246053673478284
1647 0.34675203045149866 0.031329053652480655 -0.9374334748530175
1657 0.8360719229046336 0.07593784728736822 0.5433389210059488
1686 0.7850017804162954 0.0725479238956152 0.6152308538115447
1708 0.8709243639921128 0.08201864576760863 -0.4845241933602296
1728 0.9351110464375089 0.08909602772220658 -0.34297117761507445
1921 0.6119427594725845 0.06502170447320073 0.7882247376709757
1960 0.46931368386161965 0.050966312081024326 0.8815594711493351
1982 0.5975591675738713 0.06572454749625778 0.7991266014248519
2006 0.9932935387009733 0.11055429299632828 0.03384810592898898
2021 0.2192312874640701 0.024642315310152842 -0.9753616759402643
2072 0.7184879592819367 0.0825029276672952 -0.6906289302463393
2081 0.734713741643714 0.08462326261529012 -0.6730784659044127
2210 0.8323845263443556 0.1019404165999942 -0.5447422801342875
2219 0.9445141847836365 0.1161699142365586 0.3072417708723427
2225 0.7091273196210219 0.08778151540513247 0.6995947756525083
2240 0.7611003690613498 0.0949361077943835 -0.6416489411286598
2353 0.989058732675421 0.13038411757910426 -0.069013079931332
2355 0.8606960580288663 0.11378035169607749 0.4962422062476018
2381 0.907019641078706 0.12093303207637511 -0.40334919418572
2383 0.6604752016980754 0.08822251314414231 -0.7456468977447825
2472 0.6524650405478264 0.08999830817905435 -0.7524557630770272
2475 0.8252777004254555 0.1138813892080688 0.5531254345738521
2484 0.4503430759681482 0.06237540057705198 -0.8906741398123104
2487 0.4502260957002271 0.06238589382663575 -0.8907325429117214
2497 0.5982847735102564 0.08325007832602932 0.7969471464560816
2505 0.5748173326359374 0.08020239273629531 0.814341826446781
2548 0.9827402213008677 0.13984654062125587 0.12109749177331985
2568 0.9284556241092305 0.13292434659854674 0.34684473780250535
2578 0.4488856145901644 0.06454508606379095 -0.8912550908011848
2599 0.45034195439440183 0.0652962840713747 0.8904653386846121
2661 0.860476774715445 0.12738775669929742 -0.4933072872139898
2711 0.6036273298435366 0.09145258572149284 -0.7920040853624527
2762 0.9862568365025677 0.15287462196556725 -0.0626642035841231
2802 0.6610269968450025 0.10376673118316328 -0.7431525919632105
2854 0.5781416202840199 0.09192610604311509 0.8107415481663179
2876 0.4888110613585054 0.07841677135358073 0.8688581911129409
2900 0.7042268847567089 0.11397960983470799 0.7007661117147352
2903 0.9524669215795432 0.15421706863967433 0.26272392170675
